user_id,name,email,phone,street_address,city,country,transaction_id,transaction_date,amount,currency,merchant,category,transaction_type,payment_method
cb515b4d-198c-4c77-a86f-4c209344fbb4,Ariane Cunningham,alice1885@mail.com,+1-620-558-8765,55 Lakeshore Canyon,Simi Valley,United States,4e2600cd-9165-4512-b584-b15e1e99f022,2023-04-26T19:08:28.712010,361.21,CAD,Reliable Guidance,groceries,purchase,bank_transfer
ebb3a8c6-844b-4e1a-8c64-765424c04d6c,Meridith Lindsey,activists1942@mail.com,+12240166502,193 Pierpoint Extension,West Sacramento,Iceland,01d2d5ca-a46f-4c63-8818-f22abccf950f,2024-03-09T15:12:33.492295,144.91,AUD,Seattle's Best Coffee,electronics,withdrawal,debit_card
7ea17012-a710-4dfb-bf94-5f729a9e16af,Britt Saunders,synopsis1876@example.com,+1-816-894-7163,1117 Central Point,Renton,British Virgin Islands,c4b9b82a-b47f-4dd6-aeb5-8610cc802467,2023-11-26T15:22:12.558830,179.19,JPY,Columbia Pictures,restaurants,purchase,debit_card
db6b5c7e-bebc-4cb7-ad54-b9536d7aa033,Fredricka Greer,brazilian1930@banking.org,+13258044070,703 Sola Terrace,Belmont,Niue,bc4279aa-7b9a-416e-a761-ea8550a30ee2,2024-03-12T16:15:32.183322,455.66,JPY,Netgear,clothing,refund,debit_card
a5d11d6a-9d41-43e5-ab66-200dbd4a8468,Ruthanne Lindsey,sender2064example.com,+1-274-162-7069,724 Talbert Point,Cutler Bay,Kuwait,244ab13c-b980-4621-8b3f-b7e4c8170b04,2024-02-22T19:16:34.883569,63.09,USD,Black & Decker,clothing,deposit,bank_transfer
71fbc8ad-a1f0-4264-92e1-bacc47eb28ca,Sandy Rivera,ideas1804@mail.com,+15300640628,654 Galvez Spur,Alliance,Australia,634a50ae-3567-4367-a64e-f4514413c91d,2023-07-23T13:57:19.216557,141.16,JPY,Sur La Table,travel,refund,credit_card
c2ae69d4-4058-46c3-b06f-8ce57a876078,Coretta Rasmussen,ppc1984mail.com,+1-502-518-0293,253 Bank Extension,Amsterdam,Norway,55afd6c5-0b0b-49ac-a6f6-838c6cfaaeae,2023-03-01T22:56:27.858281,201.91,CAD,Publix,clothing,transfer,paypal
7dd0fea0-0d61-4d8d-997d-14d63d95e724,Alvaro Levine,adipex1946@mail.com,+18352743986,914 Mountview Lane,Honolulu,Belize,74e39d96-455d-4a9c-bbc8-0e852ca2cac3,2023-12-19T08:07:56.859932,347.48,JPY,Millenia Life,entertainment,withdrawal,bank_transfer
33cecb89-83b6-481b-9b21-2f196e79d69d,Antony Hoover,survival1978@mail.com,+1-337-345-2467,1143 Reed Walk,Benbrook,Faroe Islands,795fc2f6-2ed8-4781-9285-da0ef89a893a,2025-10-25T16:41:57.124176,254.85,USD,Network Air,clothing,purchase,bank_transfer
6896a469-211b-4464-b2b0-238418f134c4,Williams Bowen,media1846@banking.org,+1-336-909-1554,673 West Pacific Cove,Riviera Beach,British Indian Ocean Territory,b98901f0-3dde-4d24-84cc-937e68066401,2025-12-18T14:55:44.938996,205.83,GBP,Oreck Corporation,electronics,transfer,cash
420f6474-7059-4d57-85ef-88d6b2552bc6,Temeka Lambert,estates1975@mail.com,+17308310344,1130 Loehr Lane,Columbia,Palau,03fbfb9a-d5ff-41af-ab45-97586552a7f3,2024-08-06T05:56:27.812618,122.79,AUD,Asiatic Solutions,entertainment,purchase,cash
0f2ee3ff-3c01-4d4d-82cd-2ce4a8946f1d,Sang Copeland,utilize2048@mail.com,+1-406-766-7262,507 Kearny Bayou,Everett,Gibraltar,398644bc-4c58-4ab1-a067-4c664c736465,2024-11-18T19:19:39.840488,302.82,AUD,Storage Technology Corporation,travel,withdrawal,credit_card
062dab2a-cc1c-45e0-9184-25a224519685,Britni Dixon,underwear1813@example.com,+12541177814,339 Venus Route,Sanger,Australia,bb83590c-0c82-491b-93d8-a7195f16b933,2025-04-03T18:10:29.007527,19.16,GBP,LinkedIn,travel,purchase,bank_transfer
20d00e83-fb88-426f-8cca-4d3d96b968bf,Cordell Ortega,trades1952@banking.org,+1-919-344-7063,785 South Bend,Rochester,Israel,bb6258e9-5b4a-4fbf-a722-061d029a3c68,2024-06-01T18:39:07.504320,449.39,EUR,Multicerv,utilities,withdrawal,debit_card
59c5d086-a5a0-47b3-bc29-9fa0a266c532,Creola Morton,thru2062@banking.org,+12673325768,318 Pacific Junction,Flower Mound,Eritrea,6bf92b60-e7af-4cf1-84a4-7b5953b3d1e8,2024-01-31T07:18:40.690180,263.16,JPY,Life Map Planners,groceries,purchase,cash
59caacd1-6930-439b-ae6c-c3875e38345b,Aleisha Key,saturn1805@banking.org,+1-304-300-4987,442 Java Ferry,Mequon,Cuba,c8673c53-1862-45e9-8c53-bfa598f031bd,2025-01-27T18:08:47.296492,34.64,CAD,Johnson Controls,entertainment,withdrawal,debit_card
7254f194-c720-4c68-8ddb-dcb30bc5e84f,Jeremiah Willis,styles2067@banking.org,+1-989-879-4562,1095 Jarboe Center,Ventura,Seychelles,b863882b-9aa1-473e-81f3-bd956d67d670,2025-10-16T06:57:31.185955,462.97,USD,Boston Acoustics,entertainment,purchase,credit_card
f22a1489-7dc0-4bc5-bd69-12183626813e,Alan Mullen,magnificent1904@example.com,+1-936-135-7653,587 Harding Center,Carbondale,Curaçao,8094a0ce-ad41-4514-b2b9-45093077a72b,2025-01-18T16:01:49.000604,132.22,AUD,Body Toning,electronics,refund,bank_transfer
b26300be-bf11-4503-a621-ea727f3df053,Woodrow Cohen,eddie2074@banking.org,+14320526978,121 Kenwood Bend,Burlingame,Palau,32164edf-94d9-4648-8d4c-e4c25dd09254,2024-10-07T01:27:42.537731,28.09,EUR,AGCO,entertainment,transfer,bank_transfer
61f98c98-37c4-4f92-8c95-297fbc8ed1fd,Sheldon Kinney,chile1929@banking.org,+1-627-444-5982,636 Bertita Bypass,Jacksonville,Thailand,842b35b1-d243-4f70-8ba6-49909c382fb6,2024-04-07T00:13:20.987919,93.75,CAD,Target Corporation,utilities,refund,paypal
828dfacf-ca43-41fb-8bbf-035038f7e8fb,Luis Chase,withdrawal2056@banking.org,+19377892705,108 Guttenberg Arcade,Newport Beach,Bhutan,b257ecf4-0e27-44c2-ac8f-9b2afd16aa53,2024-08-28T07:08:16.891735,387.8,USD,Red Fox Tavern,travel,transfer,debit_card
31b63144-9fc7-4ccb-8d9d-2c9f3b66b52d,Yuki Chaney,pdf1918@banking.org,+1-404-200-6985,328 Ventura Estate,Conroe,Marshall Islands,7b24bbc0-8ed8-4fa9-9f28-5cf155909f68,2025-03-28T22:20:47.627427,71.35,JPY,Ocean Spray,clothing,deposit,cash
4ba4c891-2039-47cf-80cc-8c3495899b51,Treasa Vance,reporters1878@mail.com,+1-314-979-3706,65 Argent Parkway,Brownsburg,Djibouti,e7d55b8b-76bb-4e2d-a2a3-6c56bd52aacf,2024-08-22T21:45:37.684837,277.68,AUD,The Lawn Guru,clothing,purchase,bank_transfer
733e23bb-c223-498a-9892-10e9504cb7ea,Brice Pitts,consultants2076@banking.org,+13306461828,687 Ivy Circle,Bothell,Mali,50fad7f6-72f9-4419-bb88-6d05f841237e,2023-04-15T02:38:44.519839,17.33,CAD,"CA, Inc.",electronics,purchase,paypal
43fd1856-dca3-4dd6-926f-aa8575e777a1,Lupe Robertson,stereo1861@mail.com,+12533317182,723 Castenada Gardens,Gardena,South Africa,510e2d22-7dbc-45ad-967b-a0737cb290e2,2023-09-28T12:41:59.361007,242.99,GBP,Asian Plan,utilities,deposit,bank_transfer
71060eb3-63c6-4eb8-86da-69a5bb5799b4,Steffanie Allison,encountered2064@banking.org,+1-278-071-4729,845 Indiana Field,Clovis,Singapore,7545cf22-58cc-4b0d-a22b-26d502ab5773,2024-02-16T18:42:55.015962,394.32,EUR,Intel,electronics,purchase,paypal
c1fc1cb1-7ee0-48dd-b67b-986ab09f8ab0,Harrison O'neill,ethnic1949@banking.org,+1-628-591-1681,499 Orsi Estate,Balch Springs,Indonesia,bb9316be-e07d-43a3-bc56-ddae5c9f08b8,2023-10-14T23:14:59.759679,450.15,USD,Pantone,entertainment,purchase,paypal
5074baad-a755-4da0-9973-107542ddf0ae,Keneth Hood,shadows1860@banking.org,+1-470-813-4642,968 Stow Lake Trace,Port Hueneme,Turkmenistan,c16fb1ac-48e5-499d-9924-dfc9b5da3da4,2025-01-10T15:51:45.585022,84.05,GBP,THQ,restaurants,deposit,paypal
9d6a56da-d773-49f2-83ec-fa18f2fb6002,Adalberto Reynolds,extended2010@example.com,+17812064485,1031 Arthur Circle,Cedar City,Qatar,9009db07-2f76-4b0d-a3b8-56686e6f175b,2023-01-10T03:03:21.314655,161.28,CAD,Lumencraft,electronics,withdrawal,cash
c3cd7293-d59b-49ed-bf3a-775f29bc0ead,Rex Nicholson,ready1935@example.com,+19893698573,936 Hollister Circle,Ramsey,Cameroon,19b1da1a-5d96-477e-8e13-229b7c0f51d2,2023-12-27T13:17:04.994276,416.2,CAD,McConn & Company,groceries,transfer,cash
2394b083-99a5-483f-a8f0-7fda76f531ce,Jae Stephenson,destiny1985@mail.com,+13123620368,973 Loyola Pass,Dickinson,Germany,10b5683d-9c80-40e8-99df-5704e2462d8b,2024-03-13T09:04:45.648056,311.12,CAD,Creative Wealth Management,travel,refund,cash
9edd84e8-e246-4969-8361-e062b07b31c8,Gertude Cortez,aruba1994@example.com,+1-563-494-0243,480 Horace Expressway,Lawrence,Guatemala,ac8f0ad4-c923-4d4d-8f7a-a9206f23613a,2025-10-28T16:19:47.472706,438.56,CAD,Intelacard,clothing,deposit,paypal
c4be7305-933e-4ecd-8380-350a91432a32,Loria Small,cap1806@example.com,+1-317-205-7205,955 Water Junction,Bensenville,Myanmar,71639ca3-391b-41fe-8a77-a6dffa4fde98,2023-03-08T19:50:25.241997,365.58,GBP,Quest Software,utilities,withdrawal,credit_card
903841be-b6fa-420f-8f65-a415cdd89216,Dominique Meyers,tube2049@banking.org,+1-845-196-3485,54 Octavia Road,Leominster,Spain,7ddd01b3-8178-4834-9fe5-267ceed0d2e6,2023-08-03T00:55:26.550148,122.87,GBP,Mauna Loa Macadamia Nut Corp.,travel,transfer,debit_card
d5a55cf6-637f-48c0-b089-7096df3fb58f,Herschel Knox,trash1891@mail.com,+1-563-421-7354,1185 Campus Road,Simi Valley,Laos,ea6e7558-8443-4395-bcdc-b0d50f8e6291,2023-01-14T01:41:01.229110,225.6,JPY,The White Swan,restaurants,purchase,credit_card
701b84eb-4597-4a00-a91e-c7170336ca57,Lyman Torres,stolen2068banking.org,+14071021102,544 La Grande Lake,Wilsonville,Paraguay,765da448-97d5-4082-a70b-db93c39d4aa3,2023-03-25T00:44:38.229574,368.42,GBP,Dynatronics Accessories,utilities,transfer,paypal
0baad398-3c42-4079-b8c1-c374ef025a69,Lawrence Mann,org1871@mail.com,+17859128791,560 Gladys Plaza,Gladstone,Estonia,2d16b205-124c-4805-a80f-e95de5eac6e6,2024-07-03T19:22:10.058978,347.61,EUR,Arkeia Software,restaurants,purchase,credit_card
3d68d030-2fe7-49c7-8449-97df63392121,Abel Sawyer,abraham1902@example.com,+1-920-599-6029,943 College Grove,Statesboro,Tunisia,3694bd86-fe33-4b8c-81fb-8ac29edf346d,2025-06-23T05:51:52.764429,170.56,JPY,Bose Corporation,electronics,deposit,bank_transfer
0a9f0db0-b17a-42a7-bedd-d9dd97f745c3,Yessenia Osborne,differently2015@example.com,+1-312-214-0344,900 Burgoyne Glen,Aberdeen,St. Helena,c733fc8f-c491-4fe6-91e6-23e3632b0398,2024-07-09T17:53:22.628415,192.15,EUR,Stewart-Warner,entertainment,refund,debit_card
baf5cd2d-25b6-4afc-8f93-65cc2614933b,Miguel Casey,discharge1981@example.com,+17817489078,965 Millwright Cottage Access Station,Norwalk,Vietnam,5f7bec4c-059a-4133-a6e9-caafcb4e2625,2025-11-15T09:30:45.056618,177.98,USD,Bellwether Technology Corporation,restaurants,withdrawal,credit_card
e0a34f32-5444-4cb4-9888-4d3dc5aac5c3,Carola Myers,replication2033@example.com,+14801812856,446 Capistrano Circle,Glassboro,Equatorial Guinea,3d1c726b-3e72-4988-9a63-df1b4c3bfe86,2023-09-25T19:49:04.487956,306.12,CAD,Johnson Controls,travel,refund,debit_card
34a89d42-28fc-41b7-8491-4b1a541fcdd2,Dale Small,locale1991@example.com,+1-229-184-9866,637 Mary Teresa Mall,Council Bluffs,Aruba,4dbe925c-2725-4d28-b614-3af1ef5dc776,2023-01-04T21:59:04.785985,489.15,GBP,Zappos.com,utilities,withdrawal,paypal
640d6540-ab1c-4b2a-b5f2-7ad949739da4,Valrie Ryan,folding1992@banking.org,+19541265869,1300 Upper Field,Maple Valley,French Guiana,71311905-ed56-49cb-b3f2-99dbf5808857,2025-06-14T11:09:33.760486,7.15,USD,Belkin,entertainment,transfer,credit_card
39b32787-6b7c-4a44-bc76-c43735056e25,Dave Sharpe,convergence2047banking.org,+1-940-785-7750,622 Loraine Trace,Orem,Germany,74a28fcb-20a1-47df-8ca2-6ca45f389db8,2025-11-26T11:20:24.675585,349.19,AUD,Emerson Radio,travel,transfer,cash
21512dda-feb8-429f-89d6-f1702a6a2935,Myrta Santiago,mirrors1828@example.com,+15021214384,1228 Cortland Shore,New Albany,Tokelau,26e3e356-faff-4171-b73f-04076bd49b10,2023-09-04T02:12:54.490525,463.81,AUD,Strong Life,clothing,withdrawal,debit_card
e668a184-a637-403f-bc16-86188b38ec10,Yolande Nunez,beautiful1999@example.com,+18457214434,400 Chicago Field,Deer Park,South Africa,c95d7b79-e768-4744-bfcd-3abfa4173efd,2023-11-22T20:34:27.069869,136.67,EUR,Vizio,utilities,withdrawal,credit_card
4641315f-607b-4c67-b40d-aa0a347aaac3,Joline Rivera,exemption1824@example.com,+1-619-872-0760,511 Santa Monica Hills,Eustis,Brazil,2908f354-89e6-429f-a82e-106aee212e7f,2025-06-17T10:55:14.982509,357.19,GBP,Circuit Design,restaurants,deposit,debit_card
262cfe6d-9e62-4c9c-912a-c16bf7d6e9f5,Henry Duncan,reactions1929@mail.com,+19283998609,911 Forest Knolls Pass,South St. Paul,Vatican City,5588aaa0-7bc0-4f19-94a1-92bd48345924,2023-11-17T10:50:43.000783,270.18,CAD,"Blyth, Inc.",electronics,withdrawal,paypal
bf392cf6-43d3-4b85-bd3a-666628d17544,Mirtha Neal,insider1978@banking.org,+1-862-486-0850,1040 Seawell Junction,Olathe,Thailand,8afa9b2b-5016-4d6e-8740-d5832e66bf28,2023-10-29T08:51:49.537789,462.21,EUR,New Era Tickets,groceries,deposit,cash
715d275c-b824-4c8b-9ddb-40b970b308e8,Carmelia Mccarthy,wales1885@mail.com,+12096404311,1064 North View Garden,Nacogdoches,Germany,3c4271f3-013c-46e7-bb51-45773ca4585e,2023-06-11T03:30:41.136324,169.38,USD,Asiatic Solutions,entertainment,transfer,paypal
5806120c-fcc3-4026-9445-c13343c0e476,Blondell Bentley,repository1870@example.com,+16678603130,190 Acorn Ferry,Aberdeen,Diego Garcia,3b846cab-5128-4e8e-8621-60681a3d739a,2023-11-20T00:41:16.353715,454.99,USD,Asian Fusion,entertainment,refund,debit_card
85b5b2b2-2719-45a7-bb36-f71cbad7cf1a,Rudy Mitchell,gratuit1958@mail.com,+19895139836,286 Hill Point Avenue,Utica,Western Sahara,144469df-82a6-48d2-b4b9-a431ef0d1aba,2024-04-08T11:56:28.568856,343.43,GBP,Quickbiz,clothing,refund,debit_card
0401a7ff-0e17-4b76-8882-6e313187d320,Latrina Santos,van2011@mail.com,+17697381944,1058 Latona Garden,St. Cloud,Jersey,b224e47e-4a2c-4e69-b8e5-9230277919b0,2025-06-28T03:36:30.305882,317.28,AUD,Grade A Investment,utilities,refund,cash
e2c8bfff-dc81-4f96-bbea-f1e9e972d3ad,Stewart Montoya,breath2056@example.com,+12700946601,1144 Amherst Square,Waterbury,Oman,7f9d4f68-be4f-4207-86b3-d82fa9446543,2023-01-17T01:45:57.695572,215.87,CAD,Infinity Investment Plan,entertainment,purchase,paypal
8e4fc085-a0e4-411d-87e9-66de70ec92fb,Sherman Conner,scientists1922mail.com,+1-505-407-9133,959 Langdon Junction,Lacey,Botswana,82098da0-0c5c-4eb9-a7fd-3e9ef88763cf,2023-02-11T03:42:00.161895,217.87,AUD,Hawaiian Airlines,entertainment,transfer,credit_card
137ec7e6-dd64-427a-86ff-8efc64866740,Carmen Eaton,gonna2080@example.com,+13028543341,1336 Kiska Canyon,Los Gatos,Somalia,c2a2b873-ad8d-4101-8085-8f4df51314a0,2025-06-04T18:24:22.142636,438.74,CAD,Knockout Kickboxing,utilities,purchase,debit_card
5529f518-f16e-4b3b-b6b6-e211b852c0b2,Ceola Cardenas,briefing2084example.com,+1-351-932-3089,1098 Thornton Annex,Santa Ana,American Samoa,b84d5475-84b8-4f94-90c8-1f58d5e62742,2023-01-15T20:41:40.956908,196.49,USD,Crazy Eddie,utilities,deposit,debit_card
baaaca1c-257a-45c0-a465-4e7e0c12d404,Conrad Mcguire,cooperative1999mail.com,+12287759842,142 Edna Alley,Van Buren,Taiwan,e7152ef6-7fb7-4a66-8961-535b119813dd,2025-01-18T11:15:59.166238,158.62,CAD,Bushmaster Firearms International,clothing,transfer,cash
5b108c13-d789-4036-9fe8-a9730855c6d5,Lecia Leonard,respect2064@mail.com,+19576287567,842 Chestnut Street,Springdale,Brunei,aa344aee-8452-445f-954a-3adc6ed513d7,2025-04-13T14:42:36.958982,201.93,GBP,Silicon Image,restaurants,refund,debit_card
31d76f54-bf4b-4235-b3f4-29220be065dc,Tomas Emerson,scenario1893@banking.org,+1-401-586-5064,915 Otsego Manor,Claremore,Tanzania,c7257101-f621-4d9c-9943-c5c0e7c8b16b,2024-08-26T23:24:04.338736,340.47,CAD,Price Waterhouse Coopers,restaurants,refund,paypal
aa114478-5bbd-4a69-a3db-e717559cbfe9,Deon Foley,mom2040@banking.org,+1-850-185-5825,256 Mccann Trail,Peoria,Monaco,346eac52-29a0-43b8-a21b-f5feaa3c4861,2023-03-15T00:08:59.015429,223.87,AUD,Opti-Tek,travel,purchase,debit_card
cc30481c-0c61-4d83-9752-db04cf12d720,Corie Garner,affordable1885@mail.com,+1-669-449-3543,1211 United Nations Ranch,Revere,Hungary,ea001961-7fae-4b2e-87ee-96a6b311b2f0,2024-07-12T14:54:32.185661,152.89,JPY,Asian Answers,clothing,deposit,bank_transfer
d9820a5d-16d9-49e3-9af1-282e1a66abbc,Jennine Waller,big1936@example.com,+17028856724,429 Brosnan Avenue,Riverbank,Ghana,9652299a-fe52-476f-8d5a-38bdb978c914,2024-11-30T10:43:50.883313,456.74,AUD,Paramount Pictures,electronics,transfer,cash
d886f8d6-2dde-415a-88d3-eb94e97a2a7b,Brandon Hester,subsidiaries1929@mail.com,+1-339-541-2106,1258 Oneida Expressway,Willoughby,India,abb37470-4db8-443b-ba36-1848fc9bb158,2023-07-11T19:36:17.146898,57.29,JPY,Kellogg Company,clothing,purchase,paypal
bae9c257-1ef3-46e1-92bb-509ed968e852,Benedict Mcdonald,pace1835@mail.com,+19478567994,788 Hagiwara Tea Garden Bend,Morganton,Togo,4e5360b0-b045-4b48-91d4-8a07685e9ca4,2023-06-12T13:46:01.601318,322.13,GBP,Landskip Yard Service,restaurants,purchase,credit_card
7ab3972c-d3df-4afa-b284-591f5ebeef19,Damien Lucas,vacuum2021@mail.com,+1-614-023-1500,1394 Pinar Ferry,Altamonte Springs,Tristan da Cunha,ab98b0cd-ff2b-48cc-bfb8-931b6f3c84c5,2023-12-02T07:28:15.061081,242.02,USD,Netstars Matrix Design,entertainment,transfer,debit_card
75b61391-3cb4-431f-859a-e5d0828c0d3d,Britni Shannon,reveals2021@mail.com,+1-928-372-0138,496 Bush Lake,Stephenville,Malawi,448889c1-f3e7-44cf-9915-cf18c1863b9b,2025-02-02T06:44:51.018450,148.16,USD,Infinite Wealth,entertainment,deposit,cash
a29eda0c-817b-4531-9201-0b41a2b272b6,Alejandro Wood,anaheim1889@banking.org,+12147481551,618 Agnon Pass,Springboro,Madagascar,0611da55-a9f8-41a7-8372-c23f88a8a279,2025-02-01T02:21:41.871888,303.86,GBP,Procter & Gamble,travel,purchase,credit_card
1544a2fa-2760-432b-a2d1-72318819b4ed,Romeo Melton,ipaq1887@mail.com,+17162026656,905 Charles J Brenham Estate,Quincy,St. Lucia,fce5b836-b0d4-499e-bb4d-f89c16dbc375,2025-01-12T22:48:54.776340,41.63,USD,Abbott Laboratories,entertainment,transfer,bank_transfer
fde00923-20b2-421f-9112-3d734466bc02,Renaldo Baxter,traditional1963@banking.org,+13100510185,246 Tulare Junction,Chaska,Yemen,df2a70fb-f498-4f9b-b709-7011b4932ca9,2024-09-13T09:33:06.885095,295.64,USD,Calista Corporation,electronics,deposit,bank_transfer
3bf17e33-2632-467e-9bad-abafc4592fe5,Genna Webster,responsibilities1976@banking.org,+18057260458,500 Gillette Trace,Xenia,Equatorial Guinea,5bd0b0ce-bd55-48ed-9b71-544e79fdfd81,2023-10-15T01:51:51.605116,326.89,USD,Konsili,clothing,withdrawal,debit_card
0117f22f-75bc-4c6f-8ad8-c7ff6792e991,Bob Bond,compact1971mail.com,+1-620-420-5109,180 Page Mews,The Colony,Martinique,0f58a193-a2de-4f1c-83d1-6930b17ce098,2025-06-29T12:22:20.416155,21.84,JPY,Omni Source,electronics,purchase,bank_transfer
1fd0c01d-b66a-493e-94e1-980ba0b60e86,Vern Christian,kathy2041@banking.org,+1-910-368-9971,288 Sedgewick Boulevard,South Salt Lake,Pakistan,4269e188-e386-4c76-94ac-bd2d5f086878,2024-02-14T20:36:04.524446,375.84,CAD,Infinite Wealth,entertainment,transfer,paypal
9785e3b5-0842-4a90-97a8-06fb56a1c426,Ja Hyde,centers1992@mail.com,+1-270-468-7252,1192 Myra Lane,Havelock,Portugal,eab5ffb4-8504-48ee-a354-86916f3b6716,2025-09-05T04:02:58.477808,442.52,USD,Total Sources,utilities,refund,debit_card
02447169-53d9-4a36-9ec4-05f057f8dff2,Elenore Copeland,create1846@example.com,+1-765-932-4152,896 Battery Chamberlin Freeway,Whittier,Puerto Rico,6c7b2ac7-07b0-4bc3-b2a0-790fecb978b9,2025-07-17T09:43:07.979307,19.34,JPY,Gold Leaf Garden Management,groceries,deposit,cash
ce2b1ea2-3080-45a3-b5aa-6b91a4d0dc6f,Clinton Perez,honors1947@example.com,+13094494628,1021 Bliss Station,Perth Amboy,Bosnia & Herzegovina,23408c04-0ded-4eca-9719-250b16e18108,2025-08-23T04:04:13.142454,26.49,AUD,Corpbay,entertainment,refund,paypal
